title,genres,overview,vote_average,release_date,popularity,keywords,poster_path,homepage
Kill Your Darlings,"Drama, Romance, Thriller","A murder in 1944 draws together the great poets of the beat generation: Allen Ginsberg, Jack Kerouac and William Burroughs.",7.096,2013-09-19,16.828,"confession, mistaken identity, poet, postcard, fascist, murder, drinking, manifesto, mental illness, lgbt, record player, beat generation, 1940s, columbia university, college freshman, honor slaying, novel, gay theme, lgbt interest",/cnki2mlujf32d3MYspZQFYlVsoL.jpg,
Climax,Horror,"When a dance troupe is lured to an empty school, a bowl of drug-laced sangria causes their jubilant rehearsal to descend into a dark and explosive nightmare as they try to survive the night—and find who's responsible—before it's too late.",7.1,2018-09-19,16.828,"dancing, child abuse, sexual abuse, drug abuse, pregnancy, paranoia, orgy, imprisonment, lsd, surrealism, hallucinogenic drug, incest, drug overdose, disco, lgbt, spiked drink, psychological disintegration, acid, club music, punch bowl",/47IXH2iEWwX0F7vIyGXaKQ0psBG.jpg,https://a24films.com/films/climax
Sica,Drama,"Waiting for answers that don’t seem to come, Sica stares at the waves crashing against the coastal rocks. Her father, a fisherman, drowned in the sea. In an isolated corner of the world, Sica doesn’t lose hope. Even if she needs to go against the current.",6.75,2023-05-19,16.826,,/8i1TnGvZwZ6i5VylLBLgm3tbLgb.jpg,
Tom and Jerry: A Nutcracker Tale,"Animation, Family, Comedy","Christmas is never so spirited as when Tom and Jerry lock horns for the holidays in their new original movie--Tom & Jerry: A Nutcracker Tale In an empty opera house, Jerry wishes for a chance to perform -- and magically his dream comes true. The little mouse is whisked away to an enchanted kingdom where anything is possible: candy forests, singing snowflakes, even the toys spring to life! Jerry has a great time with his new friends, and when Jerry dances with the music box ballerina, he is as happy as happy can be. Unfortunately, alley cats led by Tom crash Jerry's party, kidnap the music box ballerina and wreak havoc in the holiday kingdom. It's up to Jerry to set things right -- and with help from a fellow mouse named Tuffy and more newfound friends, Jerry just may win the day!",6.82,2007-10-02,16.825,"cartoon, parody, anthropomorphism, animal, christmas, the nutcracker",/q5cmiZHBLZBsDGCugyNUJiyxuJg.jpg,
Six Days Seven Nights,"Adventure, Action, Comedy, Romance","When Quinn, a grouchy pilot living the good life in the South Pacific, agrees to transfer a savvy fashion editor, Robin, to Tahiti, he ends up stranded on a deserted island with her after their plane crashes. The pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads.",6.039,1998-06-12,16.824,"new york city, island, engagement, stranded, fish out of water, deserted island, tropical island, boyfriend girlfriend relationship, opposites attract, interrupted vacation, south pacific, squall, polynesian, magazine editor, airplane pilot, plane crash, enemies to lovers, teamwork, tropical storm, airplane in storm, transport plane, tropical resort, sea pirates, tropical vacation, charter plane, romantic getaway",/fzWrrCzRa16v51TXAUuT6Wendw7.jpg,
Crows Zero,"Action, Adventure, Comedy, Crime","The students of Suzuran High compete for the King of School title. An ex-graduate yakuza is sent to kill the son of a criminal group, but he can't make himself do it as he reminds him of his youth.",7.029,2007-10-26,16.823,"japan, smoking, delinquent, yakuza, mafia, gang, based on manga, criminal, street fight, furyo, japanese high school, male centered plot, teenager, japanese high school student",/aZTuM2I9YuyQCCdCuIFtI069OYa.jpg,
Marry My Dead Body,"Comedy, Mystery, Action","After finding an odd envelope, Policeman Ming-han's life takes a spooky turn: He's now wed to a ghost husband, and they must solve a crime together.",6.952,2023-02-10,16.822,"lgbt, ghost, gay theme",/bmOaSOo5wB7cMDhhp6Msnd4IsLZ.jpg,https://www.netflix.com/title/81689962
My Week with Marilyn,"Drama, Romance","London, 1956. Genius actor and film director Laurence Olivier is about to begin the shooting of his upcoming movie, premiered in 1957 as The Prince and the Showgirl, starring Marilyn Monroe. Young Colin Clark, who dreams on having a career in movie business, manages to get a job on the set as third assistant director.",6.683,2011-11-23,16.819,"husband wife relationship, based on novel or book, cinema on cinema, movie business, platonic love, biography, historical figure, english countryside, older woman younger man relationship, movie star, 1950s, film shoot",/5naqXRY1Zug5cyJJbO9H4DOg28q.jpg,https://trademarkfilms.co.uk/my-week-with-marilyn
Help! I'm a Fish,"Adventure, Animation, Comedy, Family","Three children accidentally get turned into fish after drinking a potion made by an eccentric scientist. The kids end up in the sea, with one problem. They must find and drink the antidote within 48 hours, or forever remain as fish.",6.617,2000-10-06,16.818,"fish, parent child relationship, ocean, transformation, house, musical, mad scientist, underwater, family, anime, magic potion",/s9yFQD19xJqXEnAnUAZFUan25DJ.jpg,
Plan 75,"Drama, Science Fiction","In a Japan of the near future, the government program Plan 75 encourages senior citizens to be voluntarily euthanized to remedy a super-aged society. An elderly woman whose means of survival are vanishing, a pragmatic Plan 75 salesman, and a young Filipino laborer face choices of life and death.",6.754,2022-06-17,16.817,"bowling, dystopia, aging, foreign worker, family relationships, unemployment, euthanasia, near future, old people",/dWmmZayMOLC8zCz59TcwsiAjYmT.jpg,https://www.urbandistrib.com/films/plan-75/
Heist,"Action, Crime, Drama, Thriller","Joe Moore has a job he loves. He's a thief. His job goes sour when he gets caught on security camera tape. His fence, Bergman, reneges on the money he's owed, and his wife may be betraying him with the fence's young lieutenant. Moore and his partner, Bobby Blane, and their utility man, Pinky Pincus, find themselves broke, betrayed, and blackmailed. Moore is forced to commit his crew to do one last big job.",6.303,2001-11-09,16.815,"gold, receiving of stolen goods, jewelry, blackmail, bank robber, heist",/5yKomryA4Oak54fPjBS9TXBmYji.jpg,http://morgancreek.com/film/heist/
Viva Erotica,"Comedy, Drama","Sing's last two films were flops, but he is given the helm on a Category III sex film and has to cope with a leading lady who won't do nude scenes, Triad backers, and a crumbling relationship with his girlfriend.",6.5,1996-11-28,16.813,"pornography, porn actor, hong kong, porn industry, filmmaking",/aPyobHbdC9ZlU2LuO2agqTCPcze.jpg,
R-Rated Idol Seung-ha's Sex Scandal,"Drama, Romance","When they were young, Min-joo and Seo-yeon cared for each other and were closer than brothers and sisters. However, she accidentally learns about Seo-yeon's tutor, Woo-hyeon, and because of this man, their 10-year friendship starts to become shaky. Meanwhile, Jeong-soo is hurt in seeing Min-joo like that, and so he distanced himself from Min-joo. Because of Min-joo and Seo-yeon's misunderstanding, Jeong-soo who couldn't care much might just leave so Min-joo tries to break up with the help of Seo-yeon. While in the process of breaking up, Min-joo and Seo-yeon went back to their close relationship.  The love of women who have been separated because of man, and the two men's friendship is comically drawn.",6.938,2020-07-17,16.808,softcore,/btpk0Y0m9MjvMCfgrW0i0d7fpd1.jpg,
Role Models,Comedy,"Two salesmen trash a company truck on an energy drink-fueled bender. Upon their arrest, the court gives them a choice: do hard time or spend 150 service hours with a mentorship program. After one day with the kids, however, jail doesn't look half bad.",6.492,2008-11-07,16.802,"camping, campsite, friends, community service, duringcreditsstinger, larp",/d5SatGKWi0VpO9QX0Z74zLh9i91.jpg,
One Piece: Heart of Gold,"Animation, Adventure, Comedy, Fantasy, Action","A girl named Olga is pursued by both the World Government and a man named Mad Treasure, as she is the only one who knows the location of the Pure Gold, a substance that can buy the entire world. Olga ends up sailing with the Straw Hat Pirates, and they journey to find the Pure Gold on the lost island of Alchemi, which is located inside the stomach of a large angler fish named Bonbori.",7.521,2016-12-31,16.8,"pirate gang, based on manga, anime",/gBl2IRDcoCYNli0B5j9XCvwh4hr.jpg,
Hunter x Hunter: The Last Mission,"Adventure, Animation, Action, Fantasy","Isaac Netero is the chairman of the Hunter Association. Decades ago he sealed away Jed, a Hunter who had mastered the use of On, the dark ""shadow"" of Nen. Now On users have reappeared at the Heaven's Arena ""Battle Olympia"" tournament. For Netero, this is the last mission: to protect the Association and the world from a threat driven by hatred and the thirst for revenge. And he's going to need all the help he can get in order to succeed.",6.882,2013-12-27,16.796,"shounen, anime",/zbmRzkxKeDjoYh5757d7RXiX2by.jpg,
One Piece: Strong World Episode 0,"Action, Animation, Comedy","The introductory chapter to the movie, Strong World, which depicts the events surrounding Gold Roger's execution.",7.266,2010-04-24,16.795,,/5m0FhjQdWhBS3nkRFKIfkwFt1Zc.jpg,
Cinderella Man,"Romance, Drama, History","The true story of boxer Jim Braddock who, following his retirement in the 1920s, makes a surprise comeback in order to lift his family out of poverty.",7.531,2005-06-02,16.786,"daughter, transporter, sports, world cup, socially deprived family, boxer, family's daily life, netherlands, comeback, defeat, training, heavy weight, folk hero, biography, boxing",/i7OYyyAB2pSW9YwK0M2swDz6xSc.jpg,http://www.cinderellamanmovie.com/index.php
Passengers,"Drama, Mystery, Thriller, Romance","After a plane crash, a young therapist, Claire, is assigned by her mentor to counsel the flight's five survivors. When they share their recollections of the incident -- which some say include an explosion that the airline claims never happened -- Claire is intrigued by Eric, the most secretive of the passengers.",6.064,2008-09-26,16.783,"pilot, postcard, counselor, laundry, mail",/6srHzYQBQxoHgKAcdfgm8Jthptu.jpg,
Grabbers,"Science Fiction, Comedy, Thriller, Horror, Mystery","Something sinister has come to the shores of Erin Island, unbeknownst to the quaint population of this sleepy fishing village resting somewhere off Ireland’s coast. First, some fishermen go missing. Then there is the rash of whale carcasses suddenly washing up on the beach. When the murders start, it’s up to two mismatched cops – an irresponsible alcoholic and his new partner, a by-the-book woman from the mainland – to protect the townsfolk from the giant, bloodsucking, tentacled aliens that prey upon them. Their only weapon, they discover, is booze. If they want to survive the creatures’ onslaught, everyone will have to get very, very drunk!",6.091,2012-08-10,16.783,"monster, ireland, drunk, beheaded",/dGAIjxYqP9YBLHeAmaE1NstSnqW.jpg,http://grabbers.ie/
